reviewcontent,score,sentiment
"You did a good job on your end. Avis however lied about the vehicles they sell. They stated that they have factory approved service done. Not true. Factory states oil change at 5000 miles they waited until over 6500. that first couple oil changes are so important, read the manual. I WOULD NOT HAVE PURCHASED THE VEHICLE IF I KNEW THEY DID NOT DO THIS! Also they state ""no smoking cars"" Mine smelled awful with cigarette smoke smell. I got rid of most by replacing the cabin air filter. could they have not at least done that?  I think Avis should be fined for selling on lies! Also after getting the sale they didn't even want to talk to me. They were so considerate and interested until I made the purchase. I think they should give me a partial refund for an inferior vehicle. Shoot, it stranded me twice in the second week, Push start button and nothing happened, still don't know if it will happen again.  Also the driver door handle, the chrome piece came right off in my hand. And the radio randomly resets itself. There is clear coat bubble on the roof. I didn't know that I should have hired a professional to look at the car first? I trusted the behemoth ""Avis"" I think they sell their trouble cars and should be investigated.  I am very unhappy with Avis.",1,Positive
Staff at IFS especially Alexandra were very helpful and efficient in dealing with the job at hand. I got through the purchase process quickly. I would highly recommend my friends to check out IFS.,1,Positive
Took almost 2 months to get paperwork. Put it this way car payment was due and I still did not have paperwork to drive the car.I was told I had 45 days before first payment that was a scam.I usually never write bad reviews but it seems your in the wrong business,0,Negative
The process was very smooth with great communication!,1,Positive
The service was very good,1,Positive
Awesome customer service,1,Positive
All in all it was good but I still haven’t received any paper work from chase bank.,1,Positive
"I rated it 2 stars even though the process was smooth. I found out after the loan was funded that IFS did not give me the published rate of 2.99% for 2018 and newer vehicle of the 36 month loan. Instead my loan interest is 3.49% for 2017 and older . I could easily have that rate of 2.99% with my excellent credit scores, 798, 819. I contacted Consumers Credit Credit Union regarding this but nothing they can do anymore because IFS processed the loan. It should not be that way, Ashley J should be more transparent because at the end of the day the customer will find out. I leave a message to this lady after finding out but never returned my call. Check the link it is still there as of today 02112020. myconsumers.org",0,Negative
Great experience!  Will (and have) recommend to others!  Will work with you all again,1,Positive
Jason provided excellent customer service!! I would definitely recommend this company to my family and friends based off the service alone.,1,Positive
Thank you. Rep agent was superb.,1,Positive
Kim Winner is a professional!   My experience with her was remarkable.,1,Positive
The lady is not listening me and hang up on me.,0,Negative
Everything went smoothly no issues.,1,Positive
Just a little confusing,1,Positive
The process was OK. Since I was purchasing a my Companies leased  Vehicle there were and still are issues with possession and payment to the leasing company where they want me to keep claiming Personal Mileage for tax reporting on the vehicle I am making payments for.,1,Positive
"Everything was handle fast, Robert and the team that help made the car buying process so simple and easy.",1,Positive
Overall experience was positive. One question I had for them though continually was ignored because it would mean extra work on their side.,1,Positive
Everything was smooth and easy!  I recommend IFS to anyone looking for auto financing!,1,Positive
Was first time buying out a lease everyone I talked to was very professional and informative when i had questions regarding what was excatly going on. Got through the whole process and now have my vehicle.,1,Positive
"I was very pleased with the agent, Laura Dean who helped me throughout the process.",1,Positive
The process was very quick & easy. Mark was great to work with.,1,Positive
Great team and great customer service.,1,Positive
"It was great working with this company.    Everything was efficient and transparent,",1,Positive
Very helpful and easy to work with.  They took care of everything I needed in a quick and professional manner.,1,Positive
Victoria was very helpful. I appreciated that she answered her phone each time I called.,1,Positive
"I endorse these people if your purpose is like mine - the buyout of my leased car as I saved money as opposed to transacting with the dealership,  There are certain aspects you must pay strict attention to - as I did not - and that is to pay off the final figure with a certified check.  DO NOT USE YOUR PERSONAL CHECK, I DON'T CARE HOW MUCH MONEY YOU HAVE IN THE BANK.  It only throws a monkey wrench in the works and delays the re-registration and amounts to a frustration you don't want to incur.  And they put this in writing, but I still screwed up. Use them, but pay attention. Jay (Ms) Stewart",1,Positive
Jon and staff did an excellent job. Courteous and attentive service with excellent response time. He made the process simple and easy. I would highly recommend your company to my family and friends. Thank you all very much.,1,Positive
It was a generally nice experience except that  i cannot get some security device and etoll removed from my car past 2 weeks. Called avis lansing many times but no real help.,1,Positive
"Easy application, quick responses, excellent customer service,  all emails and correspondence stated exactly what did or was going to happen with my refinance.  Very satisfied.  So Easy!  Thanks Credit Karma and IFS and Consumer Credit Union.  Also, excellent FIVE STAR to KIM...SHE'S a  OLD STAR WINNER!!",1,Positive
The experience was professional and seamless.,1,Positive
no problems very smooth transaction,1,Positive
"fast and professional,",1,Positive
Easy to work with very knowledgeable of devices offered. I would recommend to my friends and family.,1,Positive
"IFS made the process of refinancing my car very easy and got me a very low interest rate. Jason was very helpful, courteous and was very good in explaining the process. He was easy to get in contact with every time I had a question, and answer my questions clearly.",1,Positive
"I am receiving good, timely, and accurate support from staff that is proving very helpful and comfortable.  Keep the good work up.",1,Positive
It was wonderful,1,Positive
"I purchased a car through Avis Car Sales which utilizes IFS for the actual transaction. The Finance Adviser I worked with was pleasant and helpful, but the entire process is a bit moronic. I had a couple of questions about the process, so the Adviser I was working with had his manager call me to answer my questions. The manager (unfortunately I can't recall his name) called me and was completely rude and uninterested in answering any questions. He said that he was the boss of all Avis car sales, was bragging about how many cars they sell, and told me that if I don't buy it, someone else will. (Mind you, I was fully interested in purchasing the car, I just had questions about how the process worked). He simply kept repeating something along the lines of, ""this is our process, do you want to buy the car or not?"" Then I would start to ask a question, and he would cut me off and say, ""DO YOU WANT TO BUY THE CAR OR NOT?"" They came very close to loosing a car sale over that scumbag, but in the end, the price was right, so I moved forward with the sale. Because I was buying a car though Avis I had no choice but to use IFS, however, if I were simply refinancing or something and had a choice, there is no way I would ever work this company!",0,Negative
Great customer service,1,Positive
Great work. Thank you,1,Positive
Very satisfied with the entire process.,1,Positive
"Very good purchasing experience.  My personal IFS advisor, Jason Moen was very professional and responsive throughout the process.  I was given a good understanding of what to expect in the purchasing process at the onset of my purchase.  There were no surprises - great communication and excellent timing on feedback. Currently waiting on my state's DMV to complete the process with title and plates for my new vehicle.",1,Positive
I had a very excellent experience with you guys and the lady Laura Deen I talked to though the hole process of buying my car would explain everything perfectly and if I had questions about anything she got back with me right away and explained it all. I can truly say it was not stressful at all like I thought it would be so thank you thank you guys you are awesome!!!!!!!!! And a big thanks to Laura,1,Positive
I have a bill due on Feb 20th and have no clue how to go about how to pay it. I went on line and for the life of me I cannot figure out to set up autopay. Very disappointing.  HELP!!!,0,Negative
"So far so good, still have things to wrap up",1,Positive
They did everything they said they would do promptly. They also kept me updated on a regular basis until the process was completed.,1,Positive
Great experience. Good people,1,Positive
"Everyone was really helpful and attentive,  but the process is slow.  Your people did great, but in a digital world it felt as if the process could be streamlined.",1,Positive
Slow.  Borderline illegal behavior trying to collect taxes in excess of what should be owed.   We will see if I ever actually get the title.,0,Negative
"I’ve purchased several autos through the Hertz Sales, but this was my first (and last) from Avis. The deal is rent for three days and if purchased, rent is free.  We rented on a Sunday. They call Wednesday evening with details to purchase/finance. When I informed I was paying cash, I was told there was yet another ($299) fee because I was not financing.  This is in addition to their other non-disclosed fees.   I was also told there was two sets of keys and later told just one.   Hertz Car sales is definitely more customer friendly.",0,Negative
Our experience was great! Everything was done smoothly and efficiently. Would definitely recommend.,1,Positive
IFS was super helpful in getting my car loan and helped me through every step.  We were in constant communication until the loan was finalized!,1,Positive
IFS made then process easy!,1,Positive
Maria S. made the process so easy and enjoyable!  Great Job,1,Positive
"Excellent customer service, rep was very nice and professional and helped with all issues and questions , would recommend this service to anyone financing",1,Positive
It was great start to the finish,1,Positive
"Thank you for all of your help, Jon P. and IFS! I appreciate all you did to make to my car dreams happen!",1,Positive
This is the second time that I have used IFS for refinancing and once again it was a Breeze! Julie was AMAZING and we had the total process completed in 48 hours!! I received a great rate and a significant reduction in my monthly payments! I definitely recommend using IFS for your refinancing needs.,1,Positive
Different from going to dealership.  I had to do allot of the work. In the dealership they took care of allot.,1,Positive
Perfect experience,1,Positive
Great place. Gina is awesome.,1,Positive
Aimee was very helpful with the whole process.,1,Positive
everyone was helpful and the deal was very easy and NO problems,1,Positive
The service was excellent.  The transition was easy and they took care of everything!!,1,Positive
"They took forever to get back with us , it took about three weeks for all the paperwork to get done then they ran our credit 4 times with different companies with out any. Communication my wife had to call and call and bug the company to get an answer and they lady Sam gave us a few phone calls and we always played phone tag! I would recommend any other company!",0,Negative
Thanks for your help.  GM Financial & USAA severely complicated the procedure but you were patient & helpful in resolving the sale process,1,Positive
I would recommend this for more experienced buyers and not customers like myself.  I felt a little put off by the first rep we spoke with about the car loan process and starting the paperwork.  Apparently you guys are very busy on Saturdays and don't have much staff there to cover - at least according to the guy we spoke with - Don. I was probably a bit impatient to start and ignorant of what needed to be done and I seemed to get on his nerves.    Other than that it's been good.  I love the car.,1,Positive
Jason was great! Answered all my questions and extremely Patient. Thank you!!!,1,Positive
Easy process,1,Positive
Simple process handling a company car purchase.,1,Positive
got me low interest loan fast,1,Positive
"Process was long, tedious, and repetitive (asked for some of the information and documentation more than once).",1,Positive
Good and fair company,1,Positive
Everything went fine and everyone I worked with were great!,1,Positive
Very smooth and quick process thank you.,1,Positive
The process was just as hassle-free as the website described it.,1,Positive
Great job Really was happy with Alex,1,Positive
"I would describe the process as hurry up and wait, and then it was hurry up or you won't get the loan.  A bit frustrating but I am happy with the final outcome.",1,Positive
Vehicle I bought was in very good condition and 27000 miles. 2018 Ford Focus. Avis made the buying process very easy once I committed to buying the car. Sending all needed documents to my motor vehicle office of my choice was very convenient. And a 60 day temp license but everything was wrapped up in 30. Sales tax were a part of the final sale but that was fine with me. 4 new tires to replace 2 bad ones before purchase was a motivator in buying the car.,1,Positive
"I had such a great experience. I worked with a Jason, and he is definitely friendly, helpful, and very determined to help you out in anyway he can.",1,Positive
It was pretty seamless. I never financed a car over the internet before.,1,Positive
"I had a great experience with IFS, they made financing my leased vehicle easy. Special shout out to Alex Perez who was able to find me financing when I was unable to. He worked with me every step of the way, answered all my questions,  and even took all my phone calls:) .I also want to mention Krystal Cardens who took care of title transfer.",1,Positive
"My experience was wonderful I have bought many cars, boats and motorcycles in my life. I honestly cannot remember a better experience. Each and every representative of your company was very pleasant and professional. I really cannot say enough. Thanks to all!",1,Positive
Very disappointed with the financing.  Last car i bought drive away from dealership in 4-5 hours. Took 22 days from start to time funds were recieved.  Then 1 month later was notified you  need more stuff toget my tags. I will never use IFS and definitely wouldn't recommend to others.,0,Negative
Easy going and professional people. I was able to work while they handled everything!,1,Positive
I was curious why the taxes doubled when I applied for the loan. It couldn’t be explained and instead of paying 6% Michigan sales tax I was charged over 12% with no explanation. The guy said that I would get a refund once they found out the sales tax of the state that I was in.  So far NOTHING.,1,Positive
Easy decision for me,1,Positive
The service assistant that helped me was awesome.  she made the process really easy and helped me along the whole way. Everytime  I  had a concern she got me the info that I needed to feel comfortable.  REALLY REALLY SATISFIED.,1,Positive
Bad experience. Hard to get in contact with customer support. Given several phone numbers and people to contact. Have been waiting for three months for my registration and title. Would not recommend.,0,Negative
"It's been weird buying a car and having the paperwork done 1/2 the country away.  Getting the notary was a pain, but everything else has been OK.  Just concerned about the process of transferring my licence plates.",1,Positive
Aimee Shetley was great to work with!!!,1,Positive
They went out of there way to do everything we asked!!,1,Positive
A great experience with kind and patient folks from IFP.,1,Positive
Thank you IFS,1,Positive
I recently bought an Avis rental car through your company. I am totally happy with the purchase.,1,Positive
"Difficult, clunky, frustrating, took weeks to sort out, would not choose to do this again.",0,Negative
It was a very easy process the whole way through and they got me the best rate possible. Gretchen was very helpful and easy to work with.,1,Positive
"I had the pleasure of working with mainly Ashley Jefferson and a couple others in the office. Ashley was amazing! I’ve never laughed so much when purchasing anything, let a lone a CAR! The whole experience was without a doubt, the easiest, most informed, best customer service experience I’ve ever had. My credit needed work and they fought for me and got the car that I wanted. Every question was answered with a quick call or text. I couldn’t be happier and will use them again in the future!",1,Positive
"My lease was up, decided to buy my vehicle and IFS took care of the process.  No fuss, no hassle.  All I had to do was sign the papers.  Jeff was a true professional and kept me posted regularly.",1,Positive
They took care of everything. However it takes some time to finish the whole process.,1,Positive
I recommend Avis car buy to all my friends.  Very helpful and hassle free. Thank You,1,Positive
At first I was kinda skeptical about using this service because I didn’t know if I would get the best deals. But after speaking with everyone I really got the best deal & I couldn’t be any happier with my car. I appreciate everyone going above & beyond for me because I know I was asking a million questions & they answered every single one of them without hesitation!,1,Positive
"Had a good experience, just be aware that it make take a little time",1,Positive
"Very good experience, easy to work with.",1,Positive
The process was not as smooth as we thought it would be. We picked our car up in September and did not finalize the sale until December. We were not given a timeline as to what would take place when and had to figure out it. It was very frustrating.,1,Positive
You sent too much money for sales tax to The state  of Michigan. Michigan SOS wanted to send all documents back to you to redo but instead I bought a bunch of extra BS from the SOS to make up the overage that you sent in taxes because they couldn’t give me the Credit. 2. I was never told by sales person or anyone that this 2019 VW Jetta did not have a spare Or tire and jack in the trunk.,0,Negative
"My sales rep (Robert) was outstanding!  Kimberly who handled the financial transaction was horrendous.  She wrongly charged me for my car registration and this took almost two months for them to correct.  Plus, she overcharged me on the sales tax.  Kimberly said she would refund me the difference, but it has been almost four months and I still do not have my refund.",0,Negative
A great experience overall. It was seamless process with a very knowledgeable agent who keep me in the loop during the entire process.,1,Positive
"All persons from IFS are very patient, friendly and quick with their work. I liked the transaction very much.",1,Positive
"Maria Solano was my Finance Advisor.  Maria is professional, knowledgeable and courteous.  From the first phone call to the last email message, the whole experience was honest and painless.  If anyone is considering working with IFS, I would suggest they contact Maria.  Her response time and customer service is A+.",1,Positive
Very helpful..!,1,Positive
Had to talk to too many different people through the process to expedite purchase.,1,Positive
From start to finish the purchase was smooth with no problems. No showroom dickering.,1,Positive
"I did not finance through IFS. However, the process of transfer of title was effortless. The IFS customer service team is very responsive.",1,Positive
We were very satisfied with the timing of receiving our documents and the whole process.,1,Positive
"Didn't response timely to my emails. Once the financing was done and I had a question, no respone.",1,Positive
"Great employee dedication to solve the problems that might appear, specially from Kim Winner and Tina Gonzalez. Thank you.",1,Positive
The process of refinancing my car through IFS was very smooth and efficient.  I didn't expect that refinancing over the internet would be as wholesome a process as it actually turned out to be and would like to express my appreciation for it.  Not having to go into an office or take time off work to address the paperwork was great.  Thanks for the experience.  Would highly recommend IFS to others in the future looking to drop their monthly car note or annual percentage rate and some dollars.,1,Positive
Ask Michael Raitt about this transaction.......,0,Negative
"I bought this car with cash, I have no idea about financing the cash deal went well!!!",1,Positive
Everyone was friendly and helpful. You could shorten the loop for cash buyers however. Overall best way to purchase a car.,1,Positive
"Decided to buy the Rogue about Dec 14th from the Avis site with sale processed by IFS. Paperwork received via email, printed out, completed with required notarization and returned to IFS via FedEx. Cash sale so no financing required. Paper processed over 3 weeks which included Christmas and New Years holidays. We received registration and TN tags, just waiting on TN title to be issued by TN DMV. Also, received second key fob from Avis. Very good experience. My daughter will probably purchase a vehicle in the next couple of months and likely will use AVIS/IFS. I recommend this process and company",1,Positive
Excellent costumer service,1,Positive
The representative was good and explained things well,1,Positive
Got a little delay in the process but overall excellent! Manager was great with following up.,1,Positive
Excellent customer service.,1,Positive
"They got me a great deal on my refinance, offered me different options with interest and term and was very cordial and responsive during the process.",1,Positive
Customer service very rude to me when I asked him Pacific question so with all regional,1,Positive
"Everyone that helped me through the process of buying my car were very friendly and helpful.  I have never purchased a car in this way and it was smooth and everything worked out as planned, no hiccups! Thanks again for everything!  Great staff!",1,Positive
They did a wonderful job. They took care of any questions I had promptly and we're very pleasant.,1,Positive
"Very friendly staff, great communication and follow through!",1,Positive
"We purchased a 2019 Corolla from AVIS that was handled by IFS.  Every one that we interacted with was very courteous and followed through on any inquiries or issues.  Time to time I ended up interacting with various personnel and each one of them was very professional and helpful.  I will be glad to write a review on any individual if requested however, I would like to mention that Don Dalton that was my main contact went out of his way to locate the second key fob for the car which was shipped to me once the Title was issued.  A couple of observations:  The time from when we agreed to buy the car to when we got the Title was almost 2 months in spite of the fact that we always responded immediately to everything requested from us including the payment.  I realize that some of it has to do with the out of state purchase and the fact that your team was always on it, However, there has got to be a better way.  Even though we were told that there may be only one Key Fob with the car as was with this one, it begs the question as to what happened to the other. It is very scary to have only one Key to  get into the car.  If you loose it or lock it in the car,  you can be in for several hundred Dollars plus potential towing charges.Thinking that somewhere in the AVIS system there must be the other key fob, I was worried that if I did not pursue this it could end up in Key Fob purgatory.  On my request Don Dalton followed up on looking for it and found it. Once the Title was issued, they very promptly sent it to me for which I am very grateful.  I feel that the second Key Fob on all cars should be secured and location identified ahead of time.  On a side note to AVIS.  Please always only give one Key Fob to the renter and not both (on a strong ring)  like Enterprise.  I understand that if renters loose their Key chain, they loose both and then Enterprise charges them a lot of money to replace same. I don't know how they rescue them. Regards, Madhu Asar",1,Positive
My experience with Terry was very PROFESSIONAL. He was quick to assist me & had a preliminary response the same day. On day 2 he was calling me with a offer & confirming my vehicle information to proceed fwd. Thank you all for taking care of me.,1,Positive
"Went fairly well, rate is not as competitive as I wanted it to be based on a good credit score.  They failed to tell KIA that I purchased the vehicle from lease end and KIA kept contacting me",1,Positive
The agents were friendly but process took longer than expected,1,Positive
Courteous timely and efficient. All around good experience.,1,Positive
"I was a little worried at first,because it happened so fast. It made it hard to believe. It couldn't been a better decision! Saved me money,and improved my credit scores. Thanks alot!!",1,Positive
Fast and pleasant to work with,1,Positive
Very good experience with you all.,1,Positive
EVERYBODY WAS VERY HELPFUL AND GOT THE JOB DONE,1,Positive
Everyone throughout the entire process was extremely helpful.,1,Positive
Great service,1,Positive
Easy process,1,Positive
Absolutely fabulous! The process was quick and easy!,1,Positive
"Ms. Aimee Shetley was very professional, she helped me more than I can say to make the transition of purchasing my lease. She was very thorough, took her time with me to make sure that I understood everything that was happening.....She really took care of me and I couldn't be more thankful.",1,Positive
"Initially I was extremely confused by whom IFS represented in the transaction.  I thought that they were representing USAA, not Avis.  Additionally, I believe that three different IFS people contacted me, therefore, I wasn't certain who to deal with until I contact the last and had an explanatory discussion of who was who in the processing.",1,Positive
still don't have registration or other paperwork. Took until I put my credit card company on it did I get my money from Avis on rental. I sure wouldn't buy again from you. After the sale on your end was done I could not get anyone on phone calls I made.,0,Negative
I was impress with the service,1,Positive
"i was really impressed by the help and responsiveness on my loan.  i had even filled out part of the paperwork incorrectly and IFS expedited my corrections so that the loan cleared and I took possession of the vehicle in time to take it on our vacation trip.  Kudo's to  "" K. W"" as she did an excellent job.",1,Positive
took a little longer to get all the paperwork done than i thought it should have,1,Positive
I am very happy with the process. I was not quite sure what was going to happen or how all was going to be done. at the end I am happy with the purchase process and my wife is happy with her new car.,1,Positive
Fast and reduced my rate!!,1,Positive
Great job helping me finding and getting approved by lender's,1,Positive
The best company ever! My refinance went smooth and easy ! Definitely recommend using this company!,1,Positive
"My experience with Ifs was very nice. Day A. Was the person that did my refinance. , she was very professional while still having a great attitude.. she was very knowledgeable and answered all my questions and made this process very easy... I would recommend Ifs to friends and family... and DAY AVERY was amazing",1,Positive
"Car Purchase of my Nissan Sentra was pretty easy, Samantha was very helpful.",1,Positive
Good service overall. Could be a bit more responsive regarding questions.,1,Positive
Excellent people to work with.,1,Positive
We paid off our lease account balance in full over 2 months ago and still have not received the title.  No excuse for this kind of customer service.,0,Negative
They are great to work with,1,Positive
It was easy and simple,1,Positive
"RIGHT AFTER I WIRED THE MONEY TO PAY OFF THE CAR, I CALLED AND EMAIL TO 3 DIFFERENT PEOPLE, GUESS WHAT?  NO REPLY AT ALL AFTER YOU GUYS GOT MY MONEY!",0,Negative
"The pape work aspect was a little confusing. However after additional contact, everything went smoothly",1,Positive
"Streamlined, painless experience.",1,Positive
"Consultants were good but did false promises. I was promised  refund for my car rental which ch never happened and now I am on hook for almost $800.00.   After the sale final, they don’t even answer my calls or emails",0,Negative
"I gave an excellent, I'm not one to write reviews But you did good Sorry",1,Positive
Very good experience,1,Positive
Jon made the entire process simple and easy,1,Positive
"The vehicle transfer went relatively smoothly, but the transfer person seemed overloaded and communication suffered.  I still don't know if I'll get a second set of keys or not...",1,Positive
Great people and efficient system.  I had a very positive experience and commend their professionalism.,1,Positive
Your Reps were very courteous and professional but there was some confusion at first and the original Rep. who handled our loan seemed to have disappeared. Otherwise my wife and I were satisfied with the experience.,1,Positive
"Wheels Inc recommended your company. So, i figured it would be smooth. It was not. It took too long, communication was not the best and short changed the tag agency and i paid the difference out of pocket. I have a high over 825 credit score and feel gouged on the interest rate i receive. I could have done 3% better at my local credit union.",0,Negative
I could not believe how easy it was.,1,Positive
"Incredibly hard to onboard with as I reached out for 3 months before I got a response. Once I got a response, I was very upset and asked if the company was real. I was told by someone named Andrew that it was. I explained that I had been calling and leaving voicemails frequently and if this was a real company, I was told it was a real company and that he didn’t care if I took it to the BBB. Not a very pleasant experience. I would not recommend to anyone I care for.",0,Negative
Agent very nice always in a good mood and very polite,1,Positive
"Transaction of buying car was good.  Documentation time to receive is way too long.  That is registration, new license plates, etc.",1,Positive
Took too long to process sales,0,Negative
Very helpful.,1,Positive
"Transaction went smoothly.  We did not apply for a loan, we paid cash for the vehicle, but all paperwork was done quickly and correct the first time.",1,Positive
excellent service and follow up contacts both by phone and  email.  Made the complicated process relatively simple with clear  concise directions for completing forms and all documents. I would certainly use this company again!,1,Positive
I think I had already written a review and I felt like your services were fantastic I don't know what else to say everything went very smooth better than I had expected thank you,1,Positive
"No problems with the purchase, everything went smooth",1,Positive
I purchased a car from Avis Car Sales and IFS was very helpful in completing the transaction.,1,Positive
Easy no hassle or string attachment.,1,Positive
Very helpful staff made buying the vehicle easy,1,Positive
"Transaction worked fine, if slow.",1,Positive
Great Job.   very Satisfied.,1,Positive
Fairly straightforward.  Although they should pay for a FedEx express mailer to return the documents and my cashiers check.  Went with ground over the holidays and it got missorted by FedEx...  took almost 3 weeks to get my paperwork and check to IFS.,1,Positive
Totally painless! Much easier than I have ever experienced in the world of loans.,1,Positive
Purchase was very easy and service was great.,1,Positive
Everything went very smoothly. This was my first time using this company and I didn’t have any issues buying through them.,1,Positive
Excellent service. Great follow through and continued contact throughout my refinance,1,Positive
The process was smooth and everyone was professional and courteous.  Every time I called with a question there was someone  there to answer.  I would definitely recommend to my family and friends.,1,Positive
"I felt somewhat out of control in this important buying decision, not being physically present with the car, negotiating a service package which now it seems i did not need, not receiving small but important components in getting a new car( a second key, an owners manual), driving a hundred miles to receive the car in a small window of time and finding that the car which had been delivered from the auto-stock was a mistake. This was rectified by the service dealer who was onsite immediately and relatively painlessly, only an hour and a half extra time, although thr uncertainty was stressful, people stating on the job past their quitting time to clean up this mistake. That said i like the car, the condition of the car and the purchase price.",1,Positive
fine job that was well done,1,Positive
My experiences was great and would highly recommend IFS,1,Positive
Service was efficient and quick. Staff was very helpful and knowledgeable.,1,Positive
Access to account is overly complicated,0,Negative
I would never use this company again.  The process was disjointed. Poor communication and extremely slow.,0,Negative
"They did find me a good loan but at a cost. There delayed process cost me an extra month of interest on two loans and the fee they charged to do it. They changed people on me half way thru and didn't inform me. Try to find your own if you can, it still put three inquiries on my report. Also the up sale on the warranties will cost you.",1,Positive
"IFS helped me through the process, always available to address questions I had. Good communication and friendly service.",1,Positive
IFS was great to work with and made the loan process easy and simple. Great Service!,1,Positive
Very friendly and helpful,1,Positive
Great experience. We even threw them a curve when we switched from cash to financing. Never missed a beat and got a great loan from a well known bank. Reaching our personal rep was frustrating but when I finally called the main line they provided us with what we requested within a couple hours. Would use them again!,1,Positive
Terrific.  Fantastic.  Next I buy a car I will definitely use them,1,Positive
Registration and title arrived late - a week after the temporary resistration expired due to errors with DOT and IFS.  No issues otherwise.,1,Positive
Very easy process. Much easier then dealing with Sacramento based Hyundai dealer.,1,Positive
It was unique experience but not stressful.,1,Positive
"Everyone I worked with was amazing!! They were all very helpful, attentive and extremely knowledgeable. I would recommend IFS in a heartbeat!!!",1,Positive
"My sales rep Alex Perez was less than satisfactory, many times needing several follow up emails and calls to get any questions answered over the course of weeks. He went out of town in the middle of my purchase process without telling me or putting my case in the hands of someone else and I had to go around him.   The actual booking of test drives through AVIS was a MESS! Several cancellations and cars not being where they were scheduled with no one able to give much help.",0,Negative
Very smooth process! Mark P. Was awesome!,1,Positive
Super fast and helpful!,1,Positive
"It was easy quick process ????, great rate",1,Positive
The process was quick and super easy! They did all the paperwork while I sat back and just sent in the documents needed. I would've never have received the financing I had by my own finding. I will definitely use them again when needed.,1,Positive
"Although I had some difficulties getting my loan to the company, they were helpful, patient and understanding.",1,Positive
Excellent customer service. Clear and concise instruction followed by a successful outcome.,1,Positive
"Great prices, clerks very helpful. The only issue is that sales representante didn’t heard about my bank before so it took more time than expected",1,Positive
Never bought a car in this way before so I was a little apprehensive.about the procedure. I did have a great contact person who gave me the complete list of what was going to be happen with the steps I needed to do and the steps she was going to do. She stayed in touch with me the whole time and I was able to contact her anytime I needed to. I would not hesitate going through them with my next car purchase.,1,Positive
"IFS helped me negotiate a purchase-from-lease contract so I could circumvent my Hyundai dealership, which on my first phone call to them quoted me over $1800 fees and wouldn't tell me what the fees were for.  I knew I didn't want to go with the dealership and called Hyundai corporate who gave me the name of IFS which I am extremely happy about.  My representative, Kimberly Winner, was superb and within 2 days of speaking with her. she had secured my car loan with Chase.  I would recommend IFS to anyone, and in fact, have already told a friend who leases a Hyundai",1,Positive
"Easy process, easy to understand.",1,Positive
Process was easy got the car I wanted at the price averitzed,1,Positive
"True professionals. The financial process, paperwork and the delivery of the product was smooth and fast.",1,Positive
"Very good communication, fast and flexible in coordinating my financing.",1,Positive
We won’t buy with them again. Our car had such bad tires that the wires/cords were showing. We had to replace the tires within a few months. We almost got in an accident (slipping on wet road) and I was frustrated that needing to buy 4 new tires right away wouldn’t have happened if we had bought through a dealership.    They also tried charging more taxes than they should have according to our county’s laws. (Thankfully our credit union represented us and caught it.)   Definitely don’t trust what they give ya.,1,Positive
"Professional, efficient and you all made it so easy for me! Highly recommend your bank for refinance!",1,Positive
Easy process and very friendly communication with IFS team,1,Positive
"Your e-mails are not clear or accurate. On Dec 4, it said, ""In order to complete the Titling process, we need the following documents within 48 hours:""  The electronic systems that transmitted the information to my state's DMV arrived on Dec. 16. Why tell me you need an inspection within 48 hours when I have to wait 12 days before I can even obtain the inspection? The Dec. 4 message was misleading.  I was not impressed with your customer service.",1,Positive
"This is the first time that I have done an Auto Loan completely on line.  It went much much better then expected.  Very smooth, timely and accurate.  Thanks IFS.",1,Positive
"Convenient, easy, took a risk on me when others turned me away!",1,Positive
"These employees really need to get it together. I went to the BMV 4 times before getting my car plated and they are not good about returning phone calls. You have to keep calling them until they answer. I honestly am not one to give bad reviews. For one I don’t like to take the time and I believe everyone is entitled to a mistake or bad day, but this was really neglectful.",0,Negative
"Extremely EASY way to buy a car, NO hassle, NO pushy sales, NO HUGE FEES",1,Positive
Because this was a cash transaction and it was in Oklahoma rather than Texas it would most likely have been easier if I had just gotten the title from Avis and gone to the Oklahoma Tag Agency and did the title registration myself rather than having IFS involved.,1,Positive
Such an easy process. Gretchen was amazing! Very professional and excellent with follow up.,1,Positive
"The salesman I worked with directly is named Alex Perez. He did a fantastic job! I was extremely pleased with him. With that said, I almost walked away from the sale entirely because of how rude and unprofessional his manager was. The manager’s name is Michael. After having received a check for the down payment and knowing that we were working on getting the paperwork done, Michael decided to tell me that he would be sending a retrieval team to pick the car because I was taking to long to fill out the paperwork. I proceeded to explain that most of this process took place over the holidays when it was difficult to get a hold of people. Instead of understanding, he instead chose to scold me as if I was one of his subordinates. Absolutely disgusting behavior on his part! But Alex Perez was fantastic.",1,Positive
it was very simple and easy.,1,Positive
Entire process was simple and easy!,1,Positive
"Ashley Jefferson is an absolute SUPERSTAR!  I must say I'm not the biggest fan of the way AVIS sells their cars, but Ashley worked with me on financing, and she was extraordinary.  The car needed some repairs to some minor damage that was done just prior to the sale, and Ashley coordinated all of that after the sale (not even really her responsibility).  She followed up with me regularly until the appointment for the repairs had been coordinated, and handled the finance portion of the transaction to perfection.  I had absolutely the VERY BEST customer service experience from Ashley!  I hope IFS values her as much as I enjoyed working with her!",1,Positive
